employee_id,first_name,last_name,department,job_title,hire_date,employment_status,salary,manager_id,gender,age,performance_rating,years_at_company,last_promotion_date,termination_date
5989,Kathleen,Boyd,HR,Senior Developer,2015-07-12,Terminated,119012.94,,Female,56,2,9,,2020-11-13
5990,Alexander,Turner,Operations,Junior Developer,2018-12-09,Active,85625.49,490.0,Female,48,5,5,2020-12-12,
5991,Steven,Lyons,HR,Data Analyst,2016-04-12,Active,76186.54,,Female,24,1,8,2020-09-05,
5992,Eric,Murphy,Finance,Data Analyst,2016-06-02,Inactive,75082.46,,Male,28,4,8,,
5993,Michael,Lopez,Operations,Data Analyst,2014-12-03,Terminated,32002.07,,Non-binary,47,1,9,,2017-12-27
5994,Joshua,Davis,Sales,Junior Developer,2018-11-24,Active,95289.85,445.0,Female,52,3,5,,
5995,Carrie,Mitchell,Finance,HR Specialist,2019-10-23,Terminated,107424.32,,Male,52,3,4,2023-12-26,2023-05-25
5996,William,Kennedy,Sales,Sales Associate,2019-08-28,Inactive,41288.36,256.0,Male,43,3,5,2023-03-03,
5997,Miguel,Smith,HR,Manager,2024-09-04,Terminated,82284.65,,Non-binary,56,2,0,2024-09-04,2024-09-04
5998,Brett,Carson,IT,Manager,2015-07-24,On Leave,90311.78,569.0,Non-binary,42,1,9,2021-07-15,
5999,Robert,Davies,Marketing,Data Analyst,2022-04-01,Active,104181.7,,Male,45,5,2,,
6000,Christopher,Sanchez,Finance,Data Analyst,2015-01-30,Inactive,58838.76,,Female,29,4,9,2016-03-03,
6001,Daniel,Small,Finance,HR Specialist,2017-06-29,Inactive,54487.23,,Non-binary,32,1,7,,
6002,Hannah,Ramirez,Marketing,Manager,2018-06-21,On Leave,52871.26,240.0,Non-binary,44,4,6,,
6003,Thomas,Smith,Operations,Manager,2025-01-01,Active,117212.1,,Non-binary,58,4,5,,
6004,David,Cline,IT,Senior Developer,2019-03-12,Active,49972.81,,Non-binary,50,4,5,,
6005,Theresa,Valencia,IT,Manager,2018-11-08,On Leave,42982.24,,Female,56,1,5,,
6006,Matthew,Smith,Sales,Sales Associate,2017-04-05,On Leave,54527.0,117.0,Male,22,3,7,,
6007,Jason,Miles,IT,HR Specialist,2023-11-07,Terminated,102593.89,18.0,Male,48,5,0,2024-07-05,2023-12-06
6008,Andre,Miller,HR,Manager,2017-11-05,On Leave,30376.54,,Non-binary,48,3,6,2022-10-07,
6009,James,Garcia,IT,HR Specialist,2023-06-03,Terminated,87154.41,768.0,Non-binary,55,2,1,,2024-01-16
6010,Tommy,Erickson,Sales,Data Analyst,2020-06-14,Terminated,35043.97,321.0,Male,34,4,4,2021-01-17,2022-12-19
6011,Mark,Garner,HR,Data Analyst,2020-02-22,Terminated,55941.67,,Non-binary,30,5,4,,2020-08-19
6012,Danielle,Torres,HR,Junior Developer,2020-06-03,Terminated,84183.69,,Female,59,3,4,2022-12-06,2024-01-05
6013,Theodore,Wilson,Finance,Senior Developer,2020-12-28,Active,45620.61,764.0,Non-binary,51,1,3,2023-12-15,
6014,Courtney,Meyers,Operations,HR Specialist,2017-12-19,Active,37349.78,,Non-binary,44,2,6,,
6015,Susan,Parker,Sales,Data Analyst,2022-09-15,Terminated,84976.01,,Female,35,3,1,2024-08-13,2024-06-15
6016,Angela,Simmons,Marketing,HR Specialist,2020-03-09,Inactive,33366.04,775.0,Male,31,3,4,2023-10-21,
6017,Samuel,Aguilar,HR,Senior Developer,2021-02-22,Terminated,117123.25,312.0,Female,32,1,3,,2022-11-21
6018,Joan,Shaffer,Sales,Data Analyst,2019-06-25,Inactive,116001.68,320.0,Male,50,5,5,2021-05-02,
6019,Barbara,Adams,Marketing,Manager,2014-09-19,Active,56147.98,106.0,Male,34,3,9,,
6020,David,Bishop,Finance,HR Specialist,2015-10-11,Inactive,31790.6,,Female,54,4,8,,
6021,David,Duarte,Operations,Data Analyst,2020-03-19,Terminated,73616.12,397.0,Male,22,2,4,2021-10-17,2024-01-10
6022,Theresa,Underwood,Finance,Sales Associate,2023-02-24,Active,116010.46,,Female,31,1,1,,
6023,Lisa,Hughes,IT,Senior Developer,2017-08-18,Terminated,94129.96,237.0,Non-binary,29,4,7,2022-07-30,2020-08-15
6024,Christina,Holden,Operations,Data Analyst,2019-05-24,On Leave,43179.33,108.0,Non-binary,59,5,5,2023-05-25,
6025,Adam,Howe,Sales,Manager,2023-01-01,Active,92710.48,,Non-binary,59,5,1,,
6026,Anthony,Becker,IT,Data Analyst,2023-11-02,On Leave,41751.71,180.0,Female,30,2,0,2024-09-05,
6027,Mario,Burch,Sales,Sales Associate,2022-04-13,On Leave,71716.41,,Female,40,3,2,2022-08-10,
6028,David,Lee,Marketing,Senior Developer,2019-05-31,Inactive,53769.11,,Male,60,4,5,2020-07-19,
6029,Kimberly,Roberts,IT,Data Analyst,2016-03-06,On Leave,85629.37,309.0,Non-binary,45,5,8,,
6030,Brittany,Price,Marketing,HR Specialist,2020-10-03,Active,30050.21,,Female,48,5,3,,
6031,Dawn,Fisher,Sales,Data Analyst,2016-07-02,Active,226186.23327000003,,Male,53,2,8,2018-05-05,
6032,Emily,Cortez,Marketing,Manager,2023-03-04,Inactive,102686.66,,Non-binary,55,1,1,,
6033,Dennis,Jacobs,HR,Senior Developer,2018-12-06,Terminated,36513.71,,Female,30,3,5,,2020-11-01
6034,Donna,Leach,Marketing,Manager,2017-09-01,Inactive,39318.83,,Female,34,3,7,2019-08-05,
6035,Christopher,Lawrence,Sales,Senior Developer,2018-10-15,Terminated,69787.98,243.0,Non-binary,56,3,5,2018-12-05,2023-01-07
6036,Andrea,Choi,Operations,Junior Developer,2019-08-18,On Leave,66798.58,,Female,40,4,5,,
6037,Zachary,Martinez,IT,Sales Associate,2021-06-06,On Leave,90375.44,,Non-binary,41,5,3,2023-02-10,
6038,Benjamin,Harris,Sales,Sales Associate,2015-11-09,Terminated,112244.91,,Male,40,4,8,2018-10-19,2022-09-22
6039,Michael,Bowman,IT,HR Specialist,2023-08-31,Terminated,84189.41,,Non-binary,42,1,1,,2023-10-15
6040,Mario,Smith,Finance,Data Analyst,2016-03-26,Inactive,32271.39,,Male,51,3,8,,
6041,Nicholas,Shelton,HR,Data Analyst,2020-05-19,Active,94663.32,,Female,22,4,4,2020-08-16,
6042,Kelly,Lindsey,Marketing,Junior Developer,2021-11-08,Active,83720.48,,Non-binary,40,4,2,2022-02-20,
6043,Andrew,King,Finance,Sales Associate,2022-04-09,Terminated,119308.28,,Male,23,5,2,2022-04-29,2024-02-13
6044,Kristy,Booth,IT,Senior Developer,2016-08-19,Inactive,88191.74,,Non-binary,29,4,8,2018-01-04,
6045,Alan,Johnson,Sales,HR Specialist,2023-09-06,Inactive,87910.82,,Male,38,3,1,,
6046,Jessica,Herrera,HR,HR Specialist,2019-12-31,Active,73497.45,289.0,Non-binary,46,5,4,,
6047,Vanessa,Davis,Sales,Data Analyst,2018-05-07,Terminated,104130.39,,Female,32,5,6,2019-12-26,2023-01-24
6048,Grace,Dennis,Sales,Manager,2016-01-19,Terminated,94636.96,459.0,Male,47,2,8,2019-09-22,2024-01-10
6049,Elijah,Conley,Sales,Sales Associate,2020-04-07,Terminated,34360.46,685.0,Non-binary,29,4,4,2023-08-29,2024-08-22
6050,Timothy,Ellis,HR,Junior Developer,2023-11-26,Active,66725.68,,Non-binary,25,4,0,2024-06-06,
6051,Julie,Russo,Marketing,Sales Associate,2022-06-22,On Leave,66549.01,,Non-binary,26,5,2,2024-07-16,
6052,Vicki,Juarez,Operations,Sales Associate,2015-03-24,Terminated,66052.4,,Non-binary,45,1,9,2019-11-29,2015-08-17
6053,Timothy,Johnson,HR,Data Analyst,2019-12-20,Inactive,46810.61,294.0,Male,31,3,4,2024-09-05,
6054,Timothy,Flores,HR,Data Analyst,2016-02-01,Active,104648.09,,Female,40,4,8,2021-11-03,
6055,Theresa,Castaneda,Finance,Manager,2024-08-03,On Leave,60489.47,,Non-binary,23,4,0,2024-09-01,
6056,Jason,Clark,HR,Sales Associate,2017-05-18,Active,84429.86,,Non-binary,25,2,7,,
6057,Jeremy,Malone,HR,HR Specialist,2021-02-16,Inactive,63593.42,,Female,25,5,3,2022-11-14,
6058,Marilyn,Armstrong,Operations,Senior Developer,2016-07-24,On Leave,41549.45,,Female,30,2,8,2021-08-14,
6059,Brian,Elliott,Marketing,HR Specialist,2025-01-01,Terminated,105960.78,,Non-binary,37,4,0,2024-08-18,2024-08-21
6060,Carolyn,Frank,IT,Junior Developer,2020-06-22,Inactive,64540.01,,Male,42,2,4,2024-09-01,
6061,William,Meyer,HR,Junior Developer,2019-06-24,On Leave,70227.21,,Female,40,3,5,2019-07-11,
6062,Steven,Crosby,Sales,Senior Developer,2019-10-08,On Leave,100036.09,71.0,Male,26,2,4,,
6063,Lindsey,Hensley,Sales,HR Specialist,2019-04-15,Active,109155.04,134.0,Male,28,4,5,2020-03-06,
6064,Joseph,Meyers,Marketing,Sales Associate,2021-07-01,Active,87973.18,612.0,Male,47,2,3,,
6065,Lori,Hall,Finance,Senior Developer,2021-09-15,Active,108175.86,,Female,47,3,2,2023-08-19,
6066,Lauren,Beasley,IT,Sales Associate,2024-07-17,On Leave,38263.21,,Female,52,2,0,,
6067,Benjamin,Freeman,Sales,Data Analyst,2015-08-21,On Leave,115849.11,688.0,Male,51,5,9,,
6068,Edward,Olson,Marketing,Manager,2023-08-01,Terminated,98153.23,,Non-binary,46,4,1,2024-01-13,2024-06-21
6069,Kelly,Bell,Finance,Junior Developer,2020-05-14,Inactive,105309.2,20.0,Non-binary,30,1,4,2023-11-29,
6070,Mark,Castro,Operations,Sales Associate,2023-06-02,Inactive,70332.0,,Female,45,4,1,,
6071,Michael,Chung,Sales,HR Specialist,2020-05-25,Active,49772.57,433.0,Female,58,5,4,2023-04-02,
6072,Caitlin,French,Sales,Senior Developer,2022-01-17,On Leave,76757.57,275.0,Male,35,3,2,,
6073,Carmen,Gonzales,Finance,Data Analyst,2016-10-05,Inactive,53140.62,,Female,60,4,7,2021-08-13,
6074,Jonathan,Velasquez,HR,Manager,2019-04-05,Inactive,89807.34,,Female,46,5,5,,
6075,Jonathon,Horton,Finance,HR Specialist,2021-12-17,Terminated,65901.39,456.0,Non-binary,25,2,2,2023-09-28,2022-02-13
6076,Sophia,Graham,HR,Manager,2023-10-18,Terminated,91617.88,,Female,56,3,0,2023-12-07,2023-11-02
6077,Juan,Lambert,Finance,Senior Developer,2015-05-07,Terminated,50481.15,495.0,Female,54,1,9,2015-10-09,2021-05-09
6078,Jennifer,English,Finance,Senior Developer,2016-02-07,Active,30290.15,,Female,53,5,8,,
6079,Christian,Davis,IT,HR Specialist,2016-07-27,Terminated,45535.89,,Non-binary,59,5,8,2018-03-19,2016-11-02
6080,Michael,Martinez,Marketing,Junior Developer,2017-03-29,Active,46449.35,,Male,54,2,7,,
6081,Robert,Reynolds,Finance,Sales Associate,2022-10-13,On Leave,70128.91,14.0,Non-binary,49,3,1,,
6082,Morgan,Myers,Marketing,Data Analyst,2021-11-15,On Leave,60879.01,564.0,Non-binary,23,5,2,2023-09-27,
6083,Jerry,Mcmillan,Operations,Manager,2025-01-01,Inactive,74941.82,,Male,35,5,6,2018-07-17,
6084,Sabrina,Chavez,HR,Sales Associate,2017-07-22,On Leave,45326.98,,Male,39,1,7,2021-07-16,
6085,Elizabeth,Lucas,Sales,Junior Developer,2019-06-17,Inactive,78000.45,601.0,Male,28,3,5,,
6086,Kevin,Collins,Marketing,Junior Developer,2021-08-27,Active,51301.36,469.0,Male,24,3,3,2022-03-18,
6087,Michael,Jones,Operations,Manager,2017-02-08,Inactive,105165.8,,Male,51,2,7,,
6088,Emma,Baker,Operations,Junior Developer,2014-11-19,On Leave,106191.39,659.0,Female,46,1,9,,
6089,Jennifer,Combs,Marketing,Manager,2014-11-28,Inactive,56930.22,199.0,Non-binary,60,5,9,,
6090,Tiffany,Shaw,Finance,HR Specialist,2015-10-20,Terminated,46692.19,,Non-binary,44,3,8,,2018-07-31
6091,Gregory,Guzman,IT,Senior Developer,2023-11-01,Terminated,108523.67,,Non-binary,56,1,0,2024-01-11,2024-03-21
6092,Alexander,Miller,Operations,Junior Developer,2023-08-11,On Leave,97299.26,,Non-binary,38,4,1,,
6093,Melanie,Cooper,Operations,Junior Developer,2024-03-21,Terminated,79866.67,,Female,34,3,0,,2024-07-19
6094,Sherry,Torres,Marketing,Manager,2020-03-07,Inactive,64345.0,,Male,44,4,4,2020-07-22,
6095,Zachary,Terry,IT,Senior Developer,2020-08-04,Terminated,39058.84,442.0,Non-binary,43,4,4,2023-02-07,2023-02-15
6096,Kaitlyn,Roth,Finance,Junior Developer,2019-12-19,Terminated,71578.07,,Non-binary,44,5,4,,2023-09-25
6097,Eric,Elliott,Operations,Junior Developer,2022-12-26,Active,34124.62,,Non-binary,30,1,1,,
6098,David,Baker,HR,HR Specialist,2019-10-05,Terminated,66968.58,,Female,60,3,4,,2024-07-21
6099,Linda,Banks,Finance,Manager,2023-01-23,Inactive,111862.56,,Male,46,5,1,2024-08-25,
6100,Michelle,Johnson,Operations,HR Specialist,2017-02-15,Inactive,33775.64,746.0,Female,55,2,7,2024-04-30,
6101,Richard,Davis,Operations,Manager,2024-03-15,Active,78999.48,774.0,Non-binary,55,3,0,2024-07-05,
6102,Jeffrey,Peterson,Sales,Data Analyst,2022-03-05,On Leave,93702.37,,Female,47,2,2,2023-07-12,
6103,Ashley,Price,HR,Sales Associate,2019-01-04,Active,100253.7,487.0,Non-binary,57,2,5,2023-06-11,
6104,Margaret,Valdez,Operations,Senior Developer,2016-07-17,Active,35206.38,752.0,Non-binary,32,2,8,2017-02-23,
6105,Carmen,Johnson,Marketing,Senior Developer,2020-08-28,Active,113575.39,,Male,34,4,4,,
6106,Nicholas,Ferguson,Finance,HR Specialist,2020-01-21,Active,94184.54,,Non-binary,44,2,4,2023-10-31,
6107,Raven,Russell,Sales,Senior Developer,2016-12-29,Terminated,98103.31,396.0,Female,54,3,7,,
6108,James,Brown,Finance,HR Specialist,2019-08-23,Terminated,56406.89,419.0,Male,23,5,5,2021-08-29,2022-10-19
6109,David,Stanley,IT,Manager,2024-02-07,Inactive,112842.94,214.0,Male,40,3,0,,
6110,Sarah,Jones,Finance,Data Analyst,2018-01-02,Inactive,82669.15,351.0,Male,33,4,6,2018-05-30,
6111,Ann,Mercado,HR,Sales Associate,2023-07-28,On Leave,61571.72,,Male,42,2,1,2024-05-03,
6112,Bryan,Schmidt,Operations,Data Analyst,2019-09-08,Terminated,84401.18,,Male,30,4,5,,2023-05-01
6113,Meagan,Tanner,Operations,Manager,2015-06-02,On Leave,62638.36,274.0,Male,25,3,9,,
6114,Sabrina,Wade,Operations,Sales Associate,2020-08-11,Terminated,76684.35,,Female,40,5,4,2023-12-08,2020-10-09
6115,Samantha,Mendez,Operations,Junior Developer,2022-09-15,Inactive,101845.09,,Non-binary,58,2,1,,
6116,Rachel,Perez,IT,Senior Developer,2023-05-07,Active,118282.74,,Male,50,4,1,2023-08-17,
6117,George,Zimmerman,Operations,HR Specialist,2018-05-09,Active,69666.21,539.0,Female,50,1,6,,
6118,Vicki,Barrera,Sales,HR Specialist,2020-12-19,On Leave,63224.34,431.0,Female,60,5,3,,
6119,Christopher,Powell,Marketing,Sales Associate,2019-06-17,Active,91539.99,664.0,Non-binary,30,5,5,2020-12-09,
6120,Maria,Hudson,Finance,Manager,2017-10-29,Active,116537.01,44.0,Female,60,1,6,,
6121,Jared,Franklin,Marketing,HR Specialist,2021-07-17,Active,70163.77,780.0,Non-binary,27,1,3,,
6122,John,Davis,IT,Senior Developer,2024-01-18,Active,82780.16,225.0,Non-binary,40,5,0,,
6123,Jennifer,Oliver,Finance,Manager,2016-07-14,Terminated,78306.08,,Non-binary,30,2,8,2018-11-26,2024-07-02
6124,John,Anderson,HR,Senior Developer,2016-10-17,Terminated,41028.57,,Non-binary,42,4,7,2019-10-11,2016-11-18
6125,Mary,Lawrence,Marketing,Data Analyst,2017-11-28,Inactive,97385.4,442.0,Female,50,3,6,,
6126,Stephen,Mccall,IT,Data Analyst,2016-09-05,Active,72199.31,554.0,Non-binary,53,5,8,,
6127,Tracey,Jones,Marketing,Junior Developer,2022-03-28,Active,108014.1,,Female,55,4,2,,
6128,Kevin,Hardy,Marketing,Senior Developer,2019-01-06,Inactive,44139.58,,Non-binary,29,2,5,2021-09-27,
6129,Janice,Myers,Marketing,Sales Associate,2023-03-05,Inactive,88099.29,,Non-binary,57,5,1,,
6130,Daniel,Cruz,Operations,Junior Developer,2020-03-08,Inactive,114294.1,,Female,60,2,4,,
6131,Cynthia,Fisher,Sales,Data Analyst,2022-07-24,Terminated,58394.82,,Female,24,1,2,2024-07-01,2023-03-03
6132,Evelyn,Dominguez,IT,Senior Developer,2016-08-07,Inactive,63229.63,45.0,Male,29,3,8,,
6133,Lori,Smith,Operations,Junior Developer,2022-10-03,Active,119457.33,36.0,Female,37,1,1,2023-12-21,
6134,Susan,Strickland,HR,Junior Developer,2020-11-01,Active,32994.74,,Male,54,4,3,2022-12-19,
6135,Heidi,Hughes,HR,Junior Developer,2017-05-17,Inactive,226186.23327000003,374.0,Non-binary,53,1,7,,
6136,Matthew,Landry,Finance,Manager,2022-03-17,Active,110556.43,,Male,51,3,2,,
6137,William,Chavez,HR,Sales Associate,2024-05-04,On Leave,115741.01,,Female,30,4,0,,
6138,Katie,Lamb,Finance,HR Specialist,2022-12-27,Terminated,90527.09,146.0,Male,55,4,1,2023-08-22,2023-12-26
6139,Peggy,Pope,HR,Sales Associate,2022-05-23,On Leave,63656.7,710.0,Female,44,4,2,2024-07-03,
6140,Philip,Mitchell,HR,HR Specialist,2019-04-11,Terminated,71544.49,,Non-binary,25,1,5,2019-07-19,2023-09-18
6141,Anita,Decker,Operations,Data Analyst,2022-09-28,Terminated,111127.08,,Female,42,5,1,,2023-07-17
6142,Karla,Ayala,Finance,HR Specialist,2024-01-26,Terminated,106810.63,,Female,37,2,0,2024-08-17,2024-04-05
6143,David,Wheeler,Sales,Sales Associate,2019-06-16,Active,105623.53,,Male,58,2,5,2021-06-11,
6144,Marisa,Dean,Sales,Data Analyst,2023-03-19,Active,82559.37,563.0,Male,31,4,1,,
6145,Amanda,Scott,Operations,Sales Associate,2022-06-13,Active,70658.68,70.0,Non-binary,33,3,2,2024-08-23,
6146,Matthew,Chandler,Marketing,Data Analyst,2019-11-10,Active,110106.97,,Female,39,2,4,,
6147,Maria,Berger,Marketing,Junior Developer,2017-12-02,Inactive,41900.97,218.0,Non-binary,50,1,6,2020-04-26,
6148,Holly,Donaldson,HR,Sales Associate,2017-02-17,On Leave,82421.01,357.0,Non-binary,25,5,7,,
6149,Charles,Marshall,Sales,HR Specialist,2022-03-12,Inactive,85324.78,,Male,49,1,2,2023-11-11,
6150,Roy,Johnson,Operations,Sales Associate,2015-11-21,Terminated,100180.89,262.0,Female,25,1,8,,
6151,Maria,Watkins,Sales,Manager,2023-05-14,Terminated,88818.55,,Non-binary,51,4,1,,2023-09-12
6152,Laura,Cox,HR,HR Specialist,2020-01-15,Inactive,84727.61,702.0,Non-binary,59,3,4,,
6153,Caitlin,Hunter,Sales,Data Analyst,2018-02-17,On Leave,82810.03,,Non-binary,33,2,6,2023-07-20,
6154,Catherine,Williamson,Sales,Manager,2021-08-19,Inactive,94744.1,60.0,Female,51,2,3,2024-03-10,
6155,Brian,Barber,Sales,Junior Developer,2017-07-12,On Leave,64676.77,161.0,Male,58,4,7,2021-04-23,
6156,Timothy,Patton,Operations,Data Analyst,2016-05-03,Terminated,111637.52,311.0,Male,45,2,8,,2024-03-08
6157,Beth,Mullins,Operations,Manager,2020-11-29,Terminated,53345.63,,Male,40,2,3,,2023-10-25
6158,Sabrina,Garcia,IT,Sales Associate,2022-08-23,On Leave,88161.64,303.0,Non-binary,57,3,2,2024-02-01,
6159,Robert,Cruz,IT,Sales Associate,2023-03-07,Inactive,81687.05,,Non-binary,27,3,1,2024-05-01,
6160,Jacob,Turner,Sales,Senior Developer,2018-09-25,Inactive,66592.45,,Male,52,5,5,,
6161,Anita,Duncan,Sales,HR Specialist,2014-12-09,Inactive,96697.3,112.0,Female,51,1,9,2023-03-31,
6162,Sarah,Neal,Operations,Manager,2022-06-27,Active,48734.93,615.0,Male,45,5,2,2022-11-09,
6163,Alex,Richardson,Marketing,HR Specialist,2021-12-10,Inactive,83794.8,,Non-binary,41,1,2,2022-07-03,
6164,Danielle,Pugh,Finance,Junior Developer,2023-04-23,On Leave,35117.0,,Male,33,2,1,,
6165,Amy,Larson,Marketing,Senior Developer,2022-10-15,Inactive,44848.94,,Female,30,1,1,,
6166,Dawn,Spencer,Sales,Junior Developer,2021-09-22,Terminated,40615.53,546.0,Female,42,5,2,2021-11-20,2023-11-25
6167,Shari,Wagner,IT,Data Analyst,2014-11-13,Active,104373.45,,Non-binary,57,2,9,,
6168,Erin,Snyder,Finance,Senior Developer,2018-09-01,Active,84200.63,,Male,33,3,6,,
6169,Julie,Oneill,Operations,Manager,2014-09-27,Active,47822.63,,Female,49,5,9,2019-08-14,
6170,Robert,Wallace,IT,Senior Developer,2020-12-30,On Leave,69491.49,,Female,29,5,3,2023-12-13,
6171,Isaac,Frost,Marketing,Sales Associate,2016-03-19,On Leave,48463.57,,Non-binary,30,2,8,2024-07-14,
6172,Amanda,Gaines,Sales,Data Analyst,2023-02-15,On Leave,53091.27,,Non-binary,32,5,1,2023-10-13,
6173,Amanda,Hodge,Marketing,Sales Associate,2015-09-05,Inactive,117965.99,431.0,Non-binary,34,4,9,,
6174,Janet,Anderson,Operations,Data Analyst,2023-11-25,Active,67866.32,46.0,Female,44,1,0,2024-05-29,
6175,Ethan,Mckenzie,HR,Junior Developer,2018-05-07,Active,53941.88,96.0,Female,57,3,6,2021-01-11,
6176,Ariana,Chung,IT,Junior Developer,2018-09-13,Inactive,67079.61,607.0,Female,41,3,6,,
6177,Megan,Hill,Finance,Manager,2019-04-05,Active,98977.64,480.0,Female,58,3,5,,
6178,Sarah,Smith,HR,Senior Developer,2022-01-31,Active,45664.53,,Non-binary,53,1,2,,
6179,Kevin,Torres,IT,Sales Associate,2017-11-08,On Leave,42371.47,,Female,44,4,6,,
6180,Jenny,Davis,Operations,Junior Developer,2018-04-13,Active,57502.69,,Non-binary,60,4,6,,
6181,Joel,Bright,Marketing,Senior Developer,2022-08-19,On Leave,110319.35,,Male,55,1,2,2023-09-14,
6182,Daniel,Vega,Sales,HR Specialist,2018-05-06,Terminated,91611.78,,Female,35,3,6,,2021-12-05
6183,Kathleen,Taylor,IT,Junior Developer,2020-12-07,Terminated,45386.79,764.0,Non-binary,51,2,3,,2022-05-06
6184,David,Nguyen,Sales,Sales Associate,2017-01-09,Inactive,60903.12,57.0,Non-binary,31,2,7,,
6185,Jeanne,Landry,Marketing,HR Specialist,2018-03-13,On Leave,106001.92,,Female,31,5,6,,
6186,Gina,Kennedy,IT,Data Analyst,2020-04-19,Terminated,41884.44,,Female,27,5,4,,2023-07-01
6187,Matthew,Lewis,Sales,Manager,2023-11-01,Active,48706.98,,Non-binary,58,4,0,,
6188,Taylor,Nguyen,Finance,HR Specialist,2018-08-14,On Leave,90489.32,413.0,Male,37,1,6,,
6189,Vanessa,Hamilton,Finance,HR Specialist,2016-09-09,Inactive,84971.25,,Male,31,5,8,2021-03-03,
6190,Nathan,Green,Operations,HR Specialist,2020-05-11,Inactive,40569.31,,Male,49,3,4,,
6191,Cassandra,Clark,Marketing,Data Analyst,2025-01-01,Active,102503.31,,Non-binary,30,4,9,,
6192,Jaime,Benjamin,Sales,Junior Developer,2014-10-21,Inactive,93993.13,34.0,Male,54,1,9,2019-11-07,
6193,Colleen,Sanders,IT,Junior Developer,2021-01-17,Terminated,105220.16,,Female,40,4,3,2022-06-30,2024-04-15
6194,Sharon,Johnson,IT,Sales Associate,2014-11-30,Active,41556.68,454.0,Female,43,4,9,2018-08-15,
6195,Jessica,Baird,Sales,Manager,2015-07-14,Inactive,85010.1,,Non-binary,46,1,9,,
6196,Brittney,Yates,HR,Data Analyst,2022-10-02,Terminated,92916.17,,Male,36,1,1,2023-09-30,2023-05-22
6197,Steven,Shepherd,Sales,Manager,2021-10-16,On Leave,114888.98,675.0,Female,31,3,2,,
6198,Holly,Davis,Finance,Senior Developer,2024-05-06,Active,107881.67,,Non-binary,22,5,0,2024-07-27,
6199,Brandy,Buchanan,HR,Manager,2022-10-23,Terminated,57420.47,,Female,56,3,1,2023-09-16,2024-03-31
6200,Joseph,George,HR,Manager,2015-11-14,Terminated,35858.74,493.0,Female,53,2,8,,2016-12-14
6201,Taylor,Meyers,IT,Junior Developer,2024-01-11,Terminated,76683.99,,Male,56,5,0,,2024-06-09
6202,Kristen,Ross,Operations,Junior Developer,2020-07-27,On Leave,65961.35,568.0,Non-binary,39,3,4,,
6203,David,Parker,Marketing,Senior Developer,2023-02-05,Terminated,75541.59,494.0,Female,53,1,1,2023-11-19,2024-07-24
6204,Stephanie,Murphy,Marketing,HR Specialist,2014-10-02,On Leave,118846.28,791.0,Non-binary,31,4,9,2019-03-30,
6205,Erica,Jordan,HR,Sales Associate,2021-09-14,On Leave,37571.01,6.0,Male,35,3,2,,
6206,Amy,Gutierrez,IT,Sales Associate,2020-01-09,Terminated,73283.1,579.0,Male,23,4,4,,2021-12-19
6207,Patrick,Blackwell,Operations,Senior Developer,2019-04-29,Terminated,83255.67,259.0,Male,25,2,5,2020-11-29,2020-04-27
6208,Nicholas,Jones,Finance,Sales Associate,2025-01-01,On Leave,46166.44,,Non-binary,25,5,7,,
6209,Dustin,Williams,HR,HR Specialist,2015-05-20,On Leave,109689.16,681.0,Female,27,1,9,2019-02-24,
6210,Maria,Patel,Marketing,Senior Developer,2018-06-18,Inactive,49365.79,,Non-binary,55,3,6,2021-10-25,
6211,Amanda,Hernandez,Finance,Senior Developer,2020-09-12,On Leave,71510.48,176.0,Male,35,1,4,2022-12-02,
6212,Lisa,Brown,Marketing,Sales Associate,2014-11-03,On Leave,226186.23327000003,,Non-binary,49,1,9,,
6213,Ivan,Copeland,Operations,Senior Developer,2019-01-10,Inactive,37831.99,,Female,59,4,5,2022-04-06,
6214,Ashley,Taylor,Sales,Junior Developer,2023-11-14,Inactive,80112.22,,Non-binary,59,5,0,,
6215,Brian,Reeves,IT,Data Analyst,2023-06-09,On Leave,105666.07,177.0,Male,36,2,1,2023-10-31,
6216,Ryan,Olson,IT,Data Analyst,2015-11-11,On Leave,45208.08,360.0,Male,29,5,8,2024-05-24,
6217,Crystal,Brock,Sales,Data Analyst,2019-11-27,Terminated,47630.95,293.0,Female,56,3,4,,2022-08-04
6218,Julia,Santiago,Finance,Junior Developer,2023-06-04,Inactive,117069.81,,Female,31,3,1,,
6219,Emily,Morris,IT,Data Analyst,2021-09-28,Terminated,88658.9,,Non-binary,51,1,2,2022-06-18,2023-02-27
6220,Megan,Lindsey,Sales,Senior Developer,2017-09-23,On Leave,81072.83,175.0,Male,42,2,6,,
6221,Rachel,Morris,HR,Sales Associate,2014-12-23,Terminated,86614.6,,Male,24,5,9,2023-03-01,2017-05-09
6222,Tanya,Santos,Marketing,Junior Developer,2019-08-20,Active,80736.7,,Female,52,1,5,,
6223,Joseph,Mooney,Sales,Sales Associate,2019-09-26,Inactive,116783.72,148.0,Male,52,1,4,,
6224,Christopher,Hernandez,IT,HR Specialist,2020-01-28,Inactive,96051.65,134.0,Male,59,4,4,,
6225,Christopher,Bradley,Finance,HR Specialist,2020-09-24,Terminated,79557.35,,Female,48,1,3,,2020-11-26
6226,Amber,Mcclure,HR,Senior Developer,2020-12-31,On Leave,81604.5,,Non-binary,32,3,3,2021-07-27,
6227,Ryan,Henderson,Operations,Senior Developer,2019-06-04,Inactive,96398.3,573.0,Non-binary,56,1,5,2019-12-10,
